;Прайс-лист;;;;;;;;
;;;;;;;;;
;УрАА ООО;;;;;;;;
;;;;;;;;;
;В валютах цен.;;;;;;;;
;Цены указаны на 24.11.2022;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Ценовая группа/ Номенклатура;Остаток;Номенклатура.Код;Номенклатура.Артикул;Номенклатура.Бренд;Интернет;;Основная цена продажи;
;;;;;;Цена;Ед.;Цена;Ед.
;;;;;;;;;
;АВТОМАГНАТ, БелАК;;;;;;;;
;Крестовина 6520-2201025 (50х135)  КАМАЗ г/п свыше 20 тонн и иномарки (Автомагнат);5,000;Ф6280;AM-42-025;АВТОМАГНАТ;1 262,00 руб.;шт.;1 179,00 руб.;шт.
;"Крестовина 6520-2201025-10 (47,6х135) КАМАЗ ""Евро-2"", КАМАЗ г/п свыше 20 тонн, иномарки (Автомагнат)";8,000;Ф4220;AM-42-026;АВТОМАГНАТ;1 296,00 руб.;шт.;1 211,00 руб.;шт.
;Крестовина 6520-2205025-01 (57х152) КАМАЗ ЕВРО-2, MAN бол с масл.и стоп.кольц. (Автомагнат);8,000;Ф3275;AM-42-027;АВТОМАГНАТ;1 926,00 руб.;шт.;1 800,00 руб.;шт.
;"Крестовина 6520-2205025-10 (57х144) КАМАЗ ""Евро-2"", КАМАЗ г/п свыше 20 тонн и иномарки (Автомагнат)";;Ф4611;AM-42-028;АВТОМАГНАТ;1 837,00 руб.;шт.;1 716,00 руб.;шт.
;Крестовина 7555-2201025 (72х185) БелАЗ, самосвал г/п 55 тонн (Автомагнат);6,000;Ф0808;AM-42-029;АВТОМАГНАТ;4 245,00 руб.;шт;3 967,00 руб.;шт
;"Крестовина UJ.01350.02.99 Газель ""Бизнес"" (аналог TRISTAN)";17,000;Ф4158;AM-42-009;АВТОМАГНАТ;517,00 руб.;шт.;483,00 руб.;шт.
;Крестовина КМК.21211-2202025 ВАЗ-21211, -2131 НИВА (КМК);;Ф4899;КМК.21211-2202025;КМК;402,00 руб.;шт.;375,00 руб.;шт.
;Крестовина КМК.3102-2201025 (30х88х55) Волга, УАЗ, МТЗ (КМК);190,000;Ф4854;КМК.3102-2201025;КМК;326,00 руб.;шт.;304,00 руб.;шт.
;Крестовина КМК.400-2201025 рулевая МАЗ, КРАЗ, КАМАЗ (КМК);13,000;Ф4900;КМК.400-2201025;КМК;450,00 руб.;шт.;420,00 руб.;шт.
;Крестовина КМК.412-2201025 (28х83) рулевая УРАЛ, основная ИЖ, ОДА (КМК);12,000;Ф4985;КМК.412-2201025;КМК;469,00 руб.;шт.;438,00 руб.;шт.
;Крестовина КМК.4301-3401485 рулевая Газ, МТЗ (КМК);20,000;Ф6455;КМК.4301-3401485;КМК;163,00 руб.;шт.;152,00 руб.;шт.
;Крестовина КМК.4310-2205025 (50х155) Камаз,КРАЗ МАЗ Т-150 (под планку) (КМК);22,000;Ф3816;КМК.4310-2205025;КМК;1 090,00 руб.;шт;1 018,00 руб.;шт
;Крестовина КМК.5320-2201025 (39х118) малая Камаз, Урал, Зил (с тавот.) (КМК);90,000;Ф4855;КМК.5320-2201025;КМК;526,00 руб.;шт.;491,00 руб.;шт.
;Крестовина КМК.5320-2201025-10 (39х118) малая Камаз,Урал, Зил (с тавот., под стопор) (КМК);75,000;Ф4872;КМК.5320-2201025-10;КМК;614,00 руб.;шт;573,00 руб.;шт
;Крестовина КМК.5320-2205025 (50х135) большая Камаз, Урал, Зил (с тавот.) (КМК);38,000;Ф5060;КМК.5320-2205025;КМК;1 190,00 руб.;шт.;1 112,00 руб.;шт.
;Крестовина КМК.5320-3422039 рулевая Камаз (28*68) (КМК);5,000;Ф4856;КМК.5320-3422039;КМК;363,00 руб.;шт.;339,00 руб.;шт.
;Крестовина КМК.53205-2201025 (50х135) Камаз, Маз ЕВРО малая (стоп. кольцо), Урал, ЗИЛ-131 (КМК);68,000;Ф4857;КМК.53205-2201025;КМК;1 252,00 руб.;шт;1 170,00 руб.;шт
;Крестовина КМК.53205-2205025 больш.Камаз, Урал, Зил (50х155) (КМК);34,000;Ф4858;КМК.53205-2205025;КМК;1 190,00 руб.;шт.;1 112,00 руб.;шт.
;Крестовина КМК.53А-2201025 (35х98) ГАЗ-53, ПАЗ 3205 (КМК);99,000;Ф4859;КМК.53А-2201025;КМК;414,00 руб.;шт.;386,00 руб.;шт.
;Крестовина КМК.53А-2201025-10 (35х98) ГАЗ-53, ПАЗ 3205 (ПОД СТОПОР) (КМК);44,000;Ф4901;КМК.53А-2201025-10;КМК;488,00 руб.;шт.;456,00 руб.;шт.
;Крестовина КМК.540-2201025  МАЗ, БЕЛАЗ, К-700 (КМК);13,000;Ф4902;КМК.540-2201025;КМК;2 417,00 руб.;шт.;2 258,00 руб.;шт.
;Крестовина КМК.6520-2205025 (57х152) КАМАЗ ЕВРО-2, MAN бол с масл.и стоп.кольц. (КМК);10,000;Ф5399;КМК.6520-2205025;КМК;1 503,00 руб.;шт.;1 404,00 руб.;шт.
;"Крестовина КМК.6520-2205025-10 (57х144) КАМАЗ ""Евро-2"", КАМАЗ г/п свыше 20 тонн и иномарки (КМК)";1,000;Ф5397;КМК.6520-2205025-10;КМК;1 939,00 руб.;шт.;1 812,00 руб.;шт.
;"Крестовина СД.01350.02.99 Газель ""Бизнес"" (Сибдеталь)";;Ф3264;СД.01350.02.99;;564,00 руб.;шт.;527,00 руб.;шт.
;Марк;;;;;;;;
;65115-8500040 Запор борта КамАЗ-65115 в сборе (Марк);;Ф6605;18222-3;МАРК;1 340,00 руб.;шт.;1 252,00 руб.;шт.
;Вал привода гидромуфты 740-1318082 МАРК;1,000;Ф6211;740-1318082;МАРК;463,00 руб.;шт;432,00 руб.;шт
;Вал распределительный  (МАРК) (1шт) 740-1006015;5,000;Ф5668;740-1006015;МАРК;6 198,00 руб.;шт;5 792,00 руб.;шт
;Вал распределительный 740.21-1006015 Евро фосфатированный (МАРК) (1шт);1,000;Ф5667;740.21-1006015;МАРК;11 217,00 руб.;шт;10 483,00 руб.;шт
;Втулка разжимного кулака (молибден) (504 шт в кор);;Ф5666;5320-3501126;МАРК;57,00 руб.;шт;53,00 руб.;шт
;Гидроцилиндр подъема кабины на КАМАЗ 6520, 4310,4326 ШНКФ-453198210;3,000;Ф5515;ШНКФ-453198210;Китай;8 962,00 руб.;шт.;8 375,00 руб.;шт.
;Гидроцилиндр подъема кабины на КАМАЗ 6520, рестайлинг FENOX DCD2-113338 (HC002C3);;Ф6846;HC002C3;FENOX;10 411,00 руб.;шт.;9 729,00 руб.;шт.
;Датчик  давления масла   (6СТ,4/6 ВТ, ISBe150,220,, ISLe 310) 3967251;;Ф2193;3967251;Китай;477,00 руб.;шт.;445,00 руб.;шт.
;Датчик  давления масла  (М10*165-110 кРа)(ISBe, ISF2.8,3.8 , ISDe,  ISLe , ВТА) 4931169;2,000;Ф2191;4931169;Китай;407,00 руб.;шт.;380,00 руб.;шт.
;Датчик  давления масла аварийный (реле давления) (ISBe,ISF ,ISDe, ISLe 350);;Ф2190;4076930;Китай;327,00 руб.;шт.;305,00 руб.;шт.
;Датчик  положения коненвала, распредвала L=28 mm  (ISBe,ISF 2.8, 3.8 ,ISDe, ISLe );;Ф2192;2872277;Китай;921,00 руб.;шт.;860,00 руб.;шт.
;Датчик  температуры Охл. Жидк.   (6СТ,4/6 ВТ, ISBe, ISLe ) (130718) 3967250;1,000;Ф2199;3967250;Китай;482,00 руб.;шт.;450,00 руб.;шт.
;Датчик АBC прямой L=1700мм 36304220420;;Ф6864;36304220420;SORL;;;;
;Датчик АBC угловой L=1000мм 36304110790;5,000;Ф7146;36304110790;SORL;939,00 руб.;шт.;877,00 руб.;шт.
;Датчик АBC угловой L=1500мм 36304110810;10,000;Ф6863;36304110810;SORL;;;;
;Датчик температуры наддува во впуск. коллект. (ISBe, ISF2.8,3.8 , ISDe,  ISLe ) Continental 4931169;1,000;Ф2194;4931169;Китай;1 327,00 руб.;шт.;1 240,00 руб.;шт.
;Корпус осушителя с РДВ без ресивера  (WABCO)  432 410 1027 МАРК 3 отв;7,000;Ф3370;432 410 1027;МАРК;1 741,00 руб.;шт.;1 627,00 руб.;шт.
;Корпус осушителя с ресивером   (WABCO)  432 415 0280 МАРК 2 отв;6,000;Ф2719;432 410 0280;МАРК;2 549,00 руб.;шт.;2 216,00 руб.;шт.
;Кронштейн эн.ак. 5511-3502124-10 КАМАЗ Евро в сборе задний правый МАРК;11,000;Ф6805;5511-3502124-10;МАРК;2 690,00 руб.;шт.;2 514,00 руб.;шт.
;Кронштейн эн.ак. 5511-3502125-10 КАМАЗ Евро в сборе задний левый МАРК;8,000;Ф6804;5511-3502125-10;МАРК;2 690,00 руб.;шт.;2 514,00 руб.;шт.
;Кронштейн эн/ак. 5511-3502120 в сб. задний правый;9,000;Ф1661;5511-3502120;МАРК;2 996,00 руб.;шт.;2 800,00 руб.;шт.
;Кронштейн эн/ак. 5511-3502120-10 (Евро)  в сб. задний правый;;Ф1659;5511-3502120-10;МАРК;3 692,00 руб.;шт.;3 450,00 руб.;шт.
;Кронштейн эн/ак. 5511-3502121 в сб. задний левый;9,000;Ф1660;5511-3502121;МАРК;2 996,00 руб.;шт.;2 800,00 руб.;шт.
;Кронштейн эн/ак. 5511-3502121-10 (Евро)  в сб. задний левый;;Ф1658;5511-3502121-10;МАРК;3 692,00 руб.;шт.;3 450,00 руб.;шт.
;Крыльчатка вентилятора 740.30-1308012  МАРК (с ободом)  ЕВРО-2 D=660мм;6,000;Ф4909;740.30-1308012;МАРК;4 149,00 руб.;шт.;3 877,00 руб.;шт.
;Крыльчатка вентилятора 740.30-1308012 МАРК (без обода)  ЕВРО-2 D=660мм;8,000;Ф4700;740.30-1308012;МАРК;2 678,00 руб.;шт.;2 502,00 руб.;шт.
;Крыльчатка вентилятора 740.51-1308012 МАРК  (без обода)  ЕВРО-2 D= 710мм;1,000;Ф4910;740.51-1308012;МАРК;2 751,00 руб.;шт.;2 571,00 руб.;шт.
;Крыльчатка вентилятора 740.51-1308012 МАРК  (с ободом)  ЕВРО-2 D= 710мм;8,000;Ф4911;740.51-1308012;МАРК;3 097,00 руб.;шт.;2 894,00 руб.;шт.
;Крыльчатка вентилятора d-520 в сборе с муфтой на дв.В3,9 140CIV а/м КамАЗ, ПАЗ, КАВЗ (10 лоп) МАРК;2,000;Ф6986;020003344;МАРК;4 196,00 руб.;шт.;3 921,00 руб.;шт.
;Крыльчатка вентилятора d-640мм, 9 лоп, дв.ISBe185, ISBe210, ISBe245, ISBe275, ISBe285, ISBe300) МАРК;3,000;Ф6985;020004620;МАРК;2 536,00 руб.;шт.;2 370,00 руб.;шт.
;Крыльчатка вентилятора d-650мм 11 лоп   МАРК  D=650мм  в обечайке;2,000;Ф5833;020005338;МАРК;5 778,00 руб.;шт.;5 400,00 руб.;шт.
;Крыльчатка вентилятора d-660мм 9 лоп (а/м МАЗ с дв. 7511.10, 658.10) МАРК 020004044;1,000;Ф7077;020004044;;2 904,00 руб.;шт.;2 714,00 руб.;шт.
;Металлорукав  54115-1203012 сильфон;3,000;Ф6361;54115-1203012Э;МАРК;1 061,00 руб.;шт.;991,00 руб.;шт.
;Металлорукав (гофра) 54115-1203012Э;;Ф6212;54115-1203012Э;МАРК;1 641,00 руб.;шт.;1 533,00 руб.;шт.
;Муфта вязкост. d650mm 9 лопаст. (536.1308010) ЛУЗАР а/м МАЗ с дв. ЯМЗ-536 (с крыльч.) (LVC 12536);2,000;Ф7024;LVC 12536;LUZAR;17 944,00 руб.;шт.;16 770,00 руб.;шт.
;Муфта вязкост. вентилятора d-640,9 лоп, Cummins ISBe185, ISBe210, ISBe245, ISBe275, ISBe285, ISBe300;2,000;Ф5294;020004622;МАРК;7 111,00 руб.;шт.;6 645,00 руб.;шт.
;Муфта вязкост. вентилятора d-650,11лоп, Cummins 6ISBe Евро-4 020005340/020005338;1,000;Ф5832;020005338;МАРК;17 558,00 руб.;шт.;16 409,00 руб.;шт.
;Муфта вязкостная крыльчатки d-660, 9 лоп, на дв. 7511.10, 658.10 (МАРК) ВМПВ 001.00.01;2,000;Ф7076;ВМПВ 001.00.01 020003896;МАРК;7 457,00 руб.;шт.;6 969,00 руб.;шт.
;Муфта вязкостная крыльчатки d-750, 11 лоп. а/м КамАЗ-6520 с дв. ISLe400;2,000;Ф6984;020005462;МАРК;20 054,00 руб.;шт.;18 742,00 руб.;шт.
;Муфта вязкостная крыльчатки d-754 Евро-3 d-240 (1шт в кор) МАРК;2,000;Ф5296;020003761;МАРК;10 659,00 руб.;шт.;9 961,00 руб.;шт.
;Муфта вязкостная крыльчатки d-768  Евро-3,4 d-260 (с электроприводом) МАРК;1,000;Ф6983;020004222;МАРК;21 580,00 руб.;шт.;20 168,00 руб.;шт.
;Муфта вязкостная крыльчатки вент 660 Евро д-185;2,000;Ф1405;18222-3;МАРК;4 587,00 руб.;шт.;4 286,00 руб.;шт.
;Муфта вязкостная крыльчатки вент. 710  Евро-2  д-210;3,000;Ф1406;18219-3;МАРК;5 457,00 руб.;шт.;5 100,00 руб.;шт.
;Наконечник рулевой  2123-3414056 А21r23-3414056 Газель Next;2,000;Ф6284;2123-3414056;Китай;371,00 руб.;шт.;346,00 руб.;шт.
;Наконечник рулевой  A21R23.3414056 тяги ГАЗель Next A21R23.3414056 (AM-50-001) АВТОМАГНАТ;4,000;Ф7047;А21R23.3414056;АВТОМАГНАТ;576,00 руб.;шт.;538,00 руб.;шт.
;Наконечник рулевой 33104-3414056-02 -тяги ГАЗ-3310 Валдай, ГАЗОН NEXT правый в сборе  АВТОМАГНАТ;3,000;Ф7043;;АВТОМАГНАТ;942,00 руб.;шт.;880,00 руб.;шт.
;Наконечник рулевой 33104-3414056-02 правый Валдай, ГАЗон Next;;Ф5269;33104-3414056-02;МАРК;1 065,00 руб.;шт.;995,00 руб.;шт.
;Наконечник рулевой 33104-3414057 левый Валдай, ГАЗон Next;;Ф5268;33104-3414057;МАРК;1 065,00 руб.;шт.;995,00 руб.;шт.
;Наконечник рулевой 33104-3414057-02 тяги ГАЗ-3310 Валдай, ГАЗОН NEXT левый в сборе  AM-50-008;3,000;Ф7044;33104-3414057-02;АВТОМАГНАТ;941,00 руб.;шт.;879,00 руб.;шт.
;Наконечник рулевой 469-3414056  тяги УАЗ правый в сборе(Аналог 469-3414056-01) АВТОМАГНАТ;4,000;Ф7045;;АВТОМАГНАТ;436,00 руб.;шт.;407,00 руб.;шт.
;Наконечник рулевой 469-3414057 тяги УАЗ левый в сборе (Аналог 469-3414057-01)  АВТОМАГНАТ;4,000;Ф7046;469-3414057;АВТОМАГНАТ;436,00 руб.;шт.;407,00 руб.;шт.
;"Наконечник рулевой 6422-3003056	правый МАЗ (Марк)";3,000;Ф6286;6422-3003056;МАРК;2 524,00 руб.;шт.;2 358,00 руб.;шт.
;"Наконечник рулевой 6422-3003057	левый МАЗ (Марк)";3,000;Ф6285;6422-3003057;МАРК;2 524,00 руб.;шт.;2 358,00 руб.;шт.
;Наконечник рулевой левый 130-3003057   АВТОМАГНАТ;;Ф3608;130-3003057;Китай;832,00 руб.;шт.;777,00 руб.;шт.
;Наконечник рулевой правый 130-3003056  АВТОМАГНАТ;;Ф3609;130-3003056;Китай;832,00 руб.;шт.;777,00 руб.;шт.
;Наконечник рулевой тяги левый, КамАЗ 6520 180-3414063;;Ф4136;6520-3414057;;1 124,00 руб.;шт.;1 050,00 руб.;шт.
;Наконечник рулевой тяги левый, КамАЗ 6520/5320-3414057;5,000;Ф1232;6520/5320;МАРК;1 718,00 руб.;шт;1 605,00 руб.;шт
;Наконечник рулевой тяги правый, КамАЗ 6520/5320-3414056;;Ф1231;6520 /5320;МАРК;2 123,00 руб.;шт;1 984,00 руб.;шт
;Наконечник рулевой тяги с круп. резьбой, КамАЗ 4310;3,000;Ф1226;4310-3414057;Китай;1 070,00 руб.;шт;1 000,00 руб.;шт
;Наконечник Шарнир рулевой тяги   ГАЗ-2217, 3302 в сборе (Аналог 2217-3414029-10) 2217-3414029-01 АВ;4,000;Ф7042;;АВТОМАГНАТ;325,00 руб.;шт.;303,00 руб.;шт.
;Насос подъема кабины 4310-5004010;;Ф3218;4310-5004010;Китай;6 681,00 руб.;шт.;6 243,00 руб.;шт.
;Насос подъема кабины и запасного колеса  45104-5004250;;Ф3217;45104-5004250;Китай;6 113,00 руб.;шт.;5 713,00 руб.;шт.
;Осушитель  с ресивером (аналог WABCO) 432 415 0280 на урал некст МАРК;;Ф6629;432 415 0280;МАРК;2 898,00 руб.;шт;2 708,00 руб.;шт
;Осушитель - Масловлагоотделитель компрессора  310014001;;Ф5199;310041001;SORL;3 478,00 руб.;шт;3 250,00 руб.;шт
;Осушитель в сборе (аналог WABCO) 432 410 1027 без ресивера  МАРК;9,000;Ф1900;432 410 1027;МАРК;2 279,00 руб.;шт.;1 981,00 руб.;шт.
;Осушитель в сборе (аналог WABCO) 432 410 1027 без ресивера АМ AM-34-025;10,000;Ф6471;AM-34-025;АВТОМАГНАТ;2 243,00 руб.;шт.;2 096,00 руб.;шт.
;Осушитель в сборе (Белак) 432 410 1027 без ресивера БАК.10400;;Ф4248;БАК.10400;БелАК;2 279,00 руб.;шт.;2 129,00 руб.;шт.
;Осушитель в сборе без ресивера SORL 3511 003 334;7,000;Ф3080;3511003334;SORL;6 297,00 руб.;шт.;5 885,00 руб.;шт.
;Осушитель воздуха 8.1 bar DAF, IVECO, MAN 35110030250 (4324101020) SORL;;Ф6942;3511003334;SORL;;;;
;П-145 (металл.) Переключатель подрулевой 5320-3709210;4,000;Ф1221;5320-3709210;Китай;1 982,00 руб.;шт;1 723,00 руб.;шт
;П-145 н/о ЕВРО Перекл.подрулевой (жесткий пластик)89-3709000;5,000;Ф1224;89-3709000;МАРК;1 632,00 руб.;шт;1 419,00 руб.;шт
;Палец рулевой в ПОЛИУРЕТАНЕ;1,000;Ф1220;5320-3414032;Китай;613,00 руб.;шт;533,00 руб.;шт
;Палец рулевой в ПОЛИУРЕТАНЕ (ЭЛЕМЕНТ)  5320-341404 ОЭ;16,000;Ф4330;5320-3414032;Китай;648,00 руб.;шт.;605,00 руб.;шт.
;ПГУ 11.1602410-10 УРАЛ дв.ЯМЗ под лепестковое сцепление (181, 182, 183, 184) ал.корпус АВТОМАГНАТ;2,000;Ф7124;11.1602410-10;АВТОМАГНАТ;4 055,00 руб.;шт.;3 789,00 руб.;шт.
;ПГУ 11.1602410-10/11 в сборе   УРАЛ дв.ЯМЗ под лепестковое сцепление (181, 182, 183, 184) ПРАМО;10,000;Ф5447;11.1602410-10/11;ПРАМО;3 557,00 руб.;шт.;3 324,00 руб.;шт.
;ПГУ 11.1602410-30  МАЗ, MAN, VOLVO аналог WABCO L штока=117мм ал. корпус АВТОМАГНАТ;1,000;Ф7125;11.1602410-30;АВТОМАГНАТ;3 709,00 руб.;шт.;3 466,00 руб.;шт.
;ПГУ 11.1602410-32  МАЗ, ПАЗ Аврора L штока=172мм ал. корпус АВТОМАГНАТ;1,000;Ф7123;11.1602410-32;АВТОМАГНАТ;3 709,00 руб.;шт.;3 466,00 руб.;шт.
;"ПГУ 11.1602410-32 в сборе ЯМЗ 182, , 184 (МАРК)	шток 172мм";2,000;Ф6967;11.1602410-32;МАРК;3 328,00 руб.;шт.;3 110,00 руб.;шт.
;ПГУ 11.1602410-33 в сборе а/м УРАЛ с дв. 536 МАРК;2,000;Ф7156;11.1602410-33;МАРК;3 423,00 руб.;шт.;3 199,00 руб.;шт.
;ПГУ 11.1602410-40 в сборе  на КПП 154, ZF    дв. 740,31-240 740.30- 260  МАРК;;Ф5372;11.1602410-40;МАРК;3 423,00 руб.;шт.;3 199,00 руб.;шт.
;ПГУ 11.1602410-40 КАМАЗ-65115, 65116, 65117, 65111, 6540, МАЗ с КПП ZF ал. корпус  АВТОМАГНАТ;;Ф7126;11.1602410-40;АВТОМАГНАТ;3 709,00 руб.;шт.;3 466,00 руб.;шт.
;ПГУ 11.1602410-62 в сборе МАЗ с дв. ЯМЗ-236, 238, 7511, 7601 сц  ЯМЗ -182, 183, 184 (МАРК);5,000;Ф5627;11.1602410-62;МАРК;4 133,00 руб.;шт.;3 862,00 руб.;шт.
;ПГУ 1608 045 006 0 (SORL) аналог WABCO (970 051 126 0) КамАЗ-4308, -43253;2,000;Ф2808;16080450060;SORL;8 136,00 руб.;шт.;7 603,00 руб.;шт.
;ПГУ 530100-1609510 ЗИЛ в сборе  АВТОМАГНАТ   AM-22-002;;Ф4841;AM-22-002;АВТОМАГНАТ;3 021,00 руб.;шт.;2 823,00 руб.;шт.
;ПГУ 530100-1609510 ЗИЛ в сборе  БЕЛАК  БАК.53010;4,000;Ф3137;БАК.53010;БелАК;3 428,00 руб.;шт.;3 203,00 руб.;шт.
;ПГУ 5320-1609510 в сборе    БЕЛАК БАК.05320;3,000;Ф3136;БАК.05320;БелАК;3 544,00 руб.;шт.;3 312,00 руб.;шт.
;ПГУ 5320-1609510 в сборе   МАРК;5,000;Ф4795;5320-1609510;МАРК;2 898,00 руб.;шт.;2 708,00 руб.;шт.
;ПГУ 5320-1609510 в сборе (Автомагнат) AM-22-001;5,000;Ф1545;AM-22-001;АВТОМАГНАТ;3 894,00 руб.;шт.;3 386,00 руб.;шт.
;ПГУ 970 051 1260 в сборе аналог WABCO ( КамАЗ-4308, -43253);1,000;Ф5371;9700511260;МАРК;2 733,00 руб.;шт.;2 554,00 руб.;шт.
;ПГУ 970 051 1260 в сборе БелАК (ан.9700511260) КАМАЗ-4308 БАК.53304;3,000;Ф5432;БАК.53304;БелАК;2 908,00 руб.;шт.;2 717,00 руб.;шт.
;ПГУ 970 051 1760 в сборе БелАК (ан.9700511760) КАМАЗ-6520, SETRA, Neoplan БАК.53306;2,000;Ф5434;БАК.53306;БелАК;2 965,00 руб.;шт.;2 771,00 руб.;шт.
;ПГУ 970 051 2040 в сборе КАМАЗ 6520, 6460  МАРК;3,000;Ф5377;9700512040;МАРК;6 432,00 руб.;шт.;6 011,00 руб.;шт.
;ПГУ 970 051 4230 (1608 080 009 0) (SORL) аналог WABCO  на КПП ZF КАМАЗ-6520;3,000;Ф2809;16080800090;SORL;11 595,00 руб.;шт.;10 836,00 руб.;шт.
;ПГУ 970 051 4230 в сборе  БелАК  ZF БАК.53301;;Ф5429;БАК.53301;БелАК;3 305,00 руб.;шт.;3 088,00 руб.;шт.
;ПГУ 970 051 4230 в сборе (аналог WABCO)  на КПП  ZF   МАРК;6,000;Ф1546;9700514230;МАРК;3 177,00 руб.;шт.;2 762,00 руб.;шт.
;ПГУ 970 051 4230 в сборе КАМАЗ (Автомагнат) на КПП ZF (ан.WABCO) AM-22-005;3,000;Ф3156;AM-22-005;АВТОМАГНАТ;3 361,00 руб.;шт.;3 141,00 руб.;шт.
;ПГУ 970 051 4240 в сборе (аналог WABCO)     МАРК;;Ф7165;970 051 4240;МАРК;;;;
;ПГУ 970 051 4370  в сборе МАЗ  (аналог WABCO) МАРК;1,000;Ф1578;970 051 4370;МАРК;3 186,00 руб.;шт.;2 770,00 руб.;шт.
;ПГУ 970 051 4370 в сборе БелАК (ан.9700514370) МАЗ БАК.53300;;Ф5428;БАК.53300;БелАК;3 303,00 руб.;шт.;3 086,00 руб.;шт.
;ПГУ 970 051 4370 в сборе МАЗ  (аналог WABCO)    АВТОМАГНАТ AM-22-006;2,000;Ф4328;AM-22-006;АВТОМАГНАТ;3 572,00 руб.;шт.;3 106,00 руб.;шт.
;ПГУ VG3200 в сборе БелАК (ан.VG3200) ПАЗ, ЛИАЗ с КПП ZF5S42 БАК.53305;9,000;Ф5433;БАК.53305;БелАК;2 765,00 руб.;шт.;2 584,00 руб.;шт.
;ПГУ VG3200 в сборе ПАЗ 3204, 4234,  ЛИАЗ-5256 (аналог KNORR);;Ф3223;VG3200;АВТОМАГНАТ;6 432,00 руб.;шт.;6 011,00 руб.;шт.
;ПГУ VG3208 в сборе  БелАК со штоком (ан.VG3208, VG3268) МАЗ, КАМАЗ, ПАЗ БАК.53302;2,000;Ф5430;БАК.53302;БелАК;2 865,00 руб.;шт.;2 677,00 руб.;шт.
;ПГУ VG3208 в сборе МАЗ ПАЗ со штоком АВТОМАГНАТ (аналог KNORR) AM-22-007;1,000;Ф5381;AM-22-007;АВТОМАГНАТ;3 209,00 руб.;шт.;2 999,00 руб.;шт.
;ПГУ VG3208 в сборе МАЗ ПАЗ со штоком(аналог KNORR)  МАРК;;Ф1573;VG3208;МАРК;2 675,00 руб.;шт.;2 500,00 руб.;шт.
;ПГУ VG3261 в сборе БелАК (ан.VG3261) МАЗ, ПАЗ, MAN БАК.53303;;Ф5431;БАК.53303;БелАК;3 098,00 руб.;шт.;2 895,00 руб.;шт.
;ПГУ МАЗ, MAN (аналог Knorr Bremse VG 3261) АВТОМАГНАТ;1,000;Ф7032;VG 3261;АВТОМАГНАТ;3 361,00 руб.;шт.;3 141,00 руб.;шт.
;Переключатель стеклоочистителя ЗИЛ МАЗ УРАЛ  (500);;Ф2425;4002.3709;;375,00 руб.;шт.;350,00 руб.;шт.
;ПС-325  кабель электрический  витой  (5,5);27,000;Ф2251;5320-3723100;Китай;1 021,00 руб.;шт.;954,00 руб.;шт.
;ПС-325  кабель электрический  витой (7,5) (650);18,000;Ф2252;5320-3723100;Китай;878,00 руб.;шт.;820,00 руб.;шт.
;ПС-325 электроразъем (300) МАРК;8,000;Ф2075;5320-3723100;МАРК;545,00 руб.;шт.;509,00 руб.;шт.
;Р/к П-145 (выкл. поворота) (медь) 3709001;3,000;Ф1223;3709001;Китай;107,00 руб.;шт;100,00 руб.;шт
;Р/к П-145 (медь) полный;10,000;Ф1222;5320-3709001/200;Китай;257,00 руб.;шт;240,00 руб.;шт
;Р/К рычага регулировочного (автомат) HOTTECKE HTB-R046;;Ф4731;;;;;;
;Ролик направляющий ремня генератора в сб. (пласт. с бортиком) КамАЗ  740.11-1307220 (Марк);;Ф1238;740.11-1307220;МАРК;249,00 руб.;шт;216,00 руб.;шт
;Ролик натяжной  на Валдай  (ISBe, ISDe, ISLe) 4987964/4891116/4898548 DCEC;;Ф1447;4936440;Китай;3 713,00 руб.;шт.;3 470,00 руб.;шт.
;Ролик пром. ремня верхний ручейковый (ISF3.8) DCEC;;Ф1452;5265369;Китай;1 605,00 руб.;шт;1 500,00 руб.;шт
;Рычаг 103-3501136 регулировочный   мелкий шлиц МАЗ-6430, АМАЗ, ПАЗ AM-27-002  10 зуб.;10,000;Ф4540;AM-27-002;АВТОМАГНАТ;1 925,00 руб.;шт.;1 799,00 руб.;шт.
;Рычаг 103-3501136-010 регулировочный МАЗ-6430, АМАЗ, ПАЗ (эвольвент, мелкий шлиц) 25 шлицов AM-27-05;9,000;Ф6997;AM-27-050;АВТОМАГНАТ;1 925,00 руб.;шт.;1 799,00 руб.;шт.
;Рычаг 120-3501136 регулировочный  короткий передний ЗИЛ-130 AM-27-003;20,000;Ф1518;AM-27-003;АВТОМАГНАТ;600,00 руб.;шт.;560,00 руб.;шт.
;Рычаг 120-3501136-02 регулировочный  универсальный ЗИЛ-130 (2 отверстия) AM-27-005;4,000;Ф1520;AM-27-005;АВТОМАГНАТ;607,00 руб.;шт.;567,00 руб.;шт.
;Рычаг 120-3502136 регулировочный  (5320-3501136) длин. задн. ЗИЛ 130,Камаз AM-27-004;36,000;Ф1519;AM-27-004;АВТОМАГНАТ;607,00 руб.;шт.;567,00 руб.;шт.
;Рычаг 120-3502136-02 регулировочный  универсальный ЗИЛ-130 (2 отверстия)МАРК;12,000;Ф6288;120-3502136-02;МАРК;642,00 руб.;шт.;600,00 руб.;шт.
;Рычаг 500-3501136 регулировочный МАЗ  (узкий шлиц) AM-27-006;47,000;Ф1401;AM-27-006;АВТОМАГНАТ;733,00 руб.;шт.;666,00 руб.;шт.
